date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-02-12,710,46,459,5475,2018-02,2084.4410000000003
2018-02-13,1879,105,1073,8774,2018-02,7831.6
2018-02-14,945,58,618,5964,2018-02,2971.89
2018-02-15,1319,84,765,7601,2018-02,3905.0299999999997
2018-02-16,1634,64,923,5494,2018-02,7938.45
2018-02-17,0,0,0,0,2018-02,0.0
2018-02-18,931,58,598,3924,2018-02,3171.4010000000007
2018-02-19,1070,79,668,7473,2018-02,3491.99
2018-02-20,1092,75,721,5877,2018-02,3843.94
2018-02-21,1201,113,775,5321,2018-02,4674.941
2018-02-22,1531,88,861,9235,2018-02,5088.37
2018-02-23,999,61,695,4627,2018-02,7474.591
2018-02-24,0,0,0,0,2018-02,0.0
2018-02-25,1251,55,726,5318,2018-02,3800.09
2018-02-26,1162,93,775,6374,2018-02,4292.2
2018-02-27,1480,129,927,6471,2018-02,6257.639999999999
2018-02-28,1597,71,962,8869,2018-02,5528.22
2018-03-01,1801,95,971,10659,2018-03,7018.01
2018-03-02,1133,77,705,5336,2018-03,4574.2
2018-03-03,0,0,0,0,2018-03,0.0
2018-03-04,1675,65,1028,7347,2018-03,5884.59
2018-03-05,1866,100,1036,8016,2018-03,9343.650000000001
2018-03-06,1153,97,749,6259,2018-03,6179.93
2018-03-07,1525,77,909,7997,2018-03,5986.6
2018-03-08,1295,75,855,6396,2018-03,5351.3099999999995
2018-03-09,821,46,612,4337,2018-03,3330.48
2018-03-10,0,0,0,0,2018-03,0.0
2018-03-11,640,24,436,2621,2018-03,1763.77
2018-03-12,1550,73,933,5966,2018-03,7081.801
2018-03-13,1335,86,808,6804,2018-03,5005.5
2018-03-14,1226,52,749,7133,2018-03,4041.67
2018-03-15,1401,91,790,8140,2018-03,5826.54
2018-03-16,1288,82,715,6393,2018-03,13837.490000000002
2018-03-17,0,0,0,0,2018-03,0.0
2018-03-18,1367,62,791,6689,2018-03,3901.4700000000003
2018-03-19,1462,99,866,7552,2018-03,6293.4
2018-03-20,1265,76,736,6213,2018-03,52280.04
2018-03-21,1391,102,804,7029,2018-03,6807.4800000000005
2018-03-22,1692,100,885,8640,2018-03,18308.93
2018-03-23,1186,74,784,5995,2018-03,4234.21
2018-03-24,0,0,0,0,2018-03,0.0
2018-03-25,1838,60,904,9368,2018-03,4761.2300000000005
2018-03-26,1968,94,1028,9488,2018-03,8582.630000000001
2018-03-27,1799,103,989,9317,2018-03,7089.4
2018-03-28,1890,85,954,8976,2018-03,7832.74
2018-03-29,1525,105,883,7777,2018-03,6173.91
2018-03-30,0,0,0,0,2018-03,0.0
2018-03-31,0,0,0,0,2018-03,0.0
2018-04-01,0,0,0,0,2018-04,0.0
2018-04-02,0,0,0,0,2018-04,0.0
2018-04-03,1092,66,694,5547,2018-04,3815.88
2018-04-04,1273,63,806,6649,2018-04,4675.700000000001
2018-04-05,1963,92,1003,10736,2018-04,7155.57
2018-04-06,795,52,545,4327,2018-04,3124.4300000000003
2018-04-07,0,0,0,0,2018-04,0.0
2018-04-08,1030,41,625,5379,2018-04,2992.37
2018-04-09,859,76,550,5430,2018-04,2668.1600000000003
2018-04-10,1236,86,729,5945,2018-04,4001.2200000000003
2018-04-11,986,58,577,6374,2018-04,3009.92
2018-04-12,1135,87,648,7243,2018-04,24186.760000000002
2018-04-13,743,43,528,4618,2018-04,2220.37
2018-04-14,0,0,0,0,2018-04,0.0
2018-04-15,1380,49,732,5849,2018-04,4765.13
2018-04-16,3002,79,1222,10716,2018-04,15214.32
2018-04-17,1444,73,801,7331,2018-04,13570.100000000002
2018-04-18,1045,72,664,5592,2018-04,3978.9
2018-04-19,1403,121,768,8763,2018-04,16626.53
2018-04-20,1126,66,658,6472,2018-04,5757.710000000001
2018-04-21,0,0,0,0,2018-04,0.0
2018-04-22,1263,48,700,5678,2018-04,4104.5
2018-04-23,1788,113,896,7749,2018-04,7792.66
2018-04-24,1642,103,835,10822,2018-04,5421.799999999999
2018-04-25,1633,72,860,9976,2018-04,5386.82
2018-04-26,1874,98,987,9783,2018-04,-45645.329
2018-04-27,1165,89,707,5409,2018-04,5924.339999999999
2018-04-28,0,0,0,0,2018-04,0.0
2018-04-29,789,40,505,4096,2018-04,2458.2700000000004
2018-04-30,0,0,0,0,2018-04,0.0
2018-05-01,1292,89,756,6230,2018-05,6558.59
2018-05-02,1505,112,804,7223,2018-05,6829.63
2018-05-03,1571,111,842,7929,2018-05,5986.120000000001
2018-05-04,1318,86,800,9096,2018-05,4065.3999999999996
2018-05-05,0,0,0,0,2018-05,0.0
2018-05-06,1584,60,832,7027,2018-05,4560.44
2018-05-07,1499,113,869,8178,2018-05,7791.990000000001
2018-05-08,1614,174,952,9081,2018-05,5861.5
2018-05-09,1194,124,768,6764,2018-05,4279.07
2018-05-10,1304,88,748,6709,2018-05,5160.64
2018-05-11,939,101,588,4712,2018-05,3824.120000000001
2018-05-12,0,0,0,0,2018-05,0.0
2018-05-13,1470,45,825,5261,2018-05,4511.38
2018-05-14,1403,143,823,7092,2018-05,4783.37
2018-05-15,1485,87,816,6550,2018-05,5745.87
2018-05-16,1213,76,716,6033,2018-05,4344.93
2018-05-17,1549,83,824,8774,2018-05,6271.67
2018-05-18,1166,115,768,4471,2018-05,5391.969999999999
2018-05-19,0,0,0,0,2018-05,0.0
2018-05-20,1221,50,621,6502,2018-05,4210.04
2018-05-21,1302,92,732,8853,2018-05,5204.12
2018-05-22,1343,149,781,7018,2018-05,4746.97
2018-05-23,1540,108,785,7472,2018-05,7613.9800000000005
2018-05-24,2027,98,934,11086,2018-05,6246.21
2018-05-25,1245,95,734,6502,2018-05,5509.61
2018-05-26,0,0,0,0,2018-05,0.0
2018-05-27,804,35,567,3529,2018-05,2380.0299999999997
2018-05-28,0,0,0,0,2018-05,0.0
2018-05-29,1190,51,753,5513,2018-05,4108.38
2018-05-30,944,51,675,4196,2018-05,3566.1900000000005
2018-05-31,1520,103,905,7061,2018-05,6883.139999999999
2018-06-01,1415,137,872,4896,2018-06,7321.799999999999
2018-06-02,0,0,0,0,2018-06,0.0
2018-06-03,2168,74,966,9717,2018-06,6899.4
2018-06-04,2523,112,1135,11491,2018-06,9096.92
2018-06-05,2070,117,1060,9128,2018-06,12488.350000000002
2018-06-06,1398,91,776,8195,2018-06,4472.8099999999995
2018-06-07,1018,94,588,5921,2018-06,4289.950000000001
2018-06-08,1651,97,886,8868,2018-06,14499.600000000002
2018-06-09,0,0,0,0,2018-06,0.0
2018-06-10,1423,75,817,6985,2018-06,4625.93
2018-06-11,1457,69,871,6425,2018-06,4963.16
2018-06-12,1415,76,829,7422,2018-06,7162.92
2018-06-13,1771,90,944,9757,2018-06,5965.740000000001
2018-06-14,1627,94,791,8007,2018-06,73158.45000000001
2018-06-15,894,64,576,4643,2018-06,3865.32
2018-06-16,0,0,0,0,2018-06,0.0
2018-06-17,423,25,322,1927,2018-06,1507.03
2018-06-18,1773,51,1001,8328,2018-06,5770.82
2018-06-19,908,39,621,4422,2018-06,3696.03
2018-06-20,1068,63,700,6070,2018-06,3835.27
2018-06-21,1385,109,704,5823,2018-06,9255.04
2018-06-22,1164,50,771,5577,2018-06,5369.15
2018-06-23,0,0,0,0,2018-06,0.0
2018-06-24,1283,62,757,5699,2018-06,4149.530000000001
2018-06-25,1517,67,819,7847,2018-06,5556.59
2018-06-26,1447,76,844,8526,2018-06,5379.12
2018-06-27,1665,131,879,8367,2018-06,6374.780000000001
2018-06-28,1660,91,858,9853,2018-06,5728.960000000001
2018-06-29,818,48,510,4463,2018-06,2416.83
2018-06-30,0,0,0,0,2018-06,0.0
2018-07-01,680,22,463,2640,2018-07,2285.55
2018-07-02,1778,117,735,10078,2018-07,5926.139999999999
2018-07-03,1007,55,641,5333,2018-07,4167.83
2018-07-04,1572,92,875,7095,2018-07,9593.01
2018-07-05,1230,90,759,6897,2018-07,3953.5800000000004
2018-07-06,798,49,563,3621,2018-07,3530.9700000000003
2018-07-07,0,0,0,0,2018-07,0.0
2018-07-08,708,29,497,2533,2018-07,2040.46
2018-07-09,1142,63,707,5215,2018-07,5161.58
2018-07-10,1027,59,691,4308,2018-07,4329.04
2018-07-11,1244,98,754,5558,2018-07,4899.679999999999
2018-07-12,1522,98,826,8893,2018-07,10234.44
2018-07-13,1125,123,727,6667,2018-07,4074.7900000000004
2018-07-14,0,0,0,0,2018-07,0.0
2018-07-15,830,41,562,4149,2018-07,2810.9700000000003
2018-07-16,1328,60,749,7715,2018-07,-39092.1
2018-07-17,1113,61,645,6516,2018-07,4013.72
2018-07-18,1190,78,718,6516,2018-07,5547.93
2018-07-19,1579,101,813,7312,2018-07,7264.98
2018-07-20,933,50,627,5272,2018-07,3171.25
2018-07-21,0,0,0,0,2018-07,0.0
2018-07-22,1223,52,724,6846,2018-07,3845.73
2018-07-23,1431,68,787,7984,2018-07,5606.49
2018-07-24,844,76,588,5600,2018-07,3060.29
2018-07-25,1253,82,698,7820,2018-07,3920.21
2018-07-26,1846,93,899,8248,2018-07,11075.990000000002
2018-07-27,701,63,486,4246,2018-07,2958.21
2018-07-28,0,0,0,0,2018-07,0.0
2018-07-29,886,39,583,4113,2018-07,2734.49
2018-07-30,1174,70,693,6838,2018-07,6417.4400000000005
2018-07-31,1459,80,841,6591,2018-07,7927.74
2018-08-01,1357,61,837,7307,2018-08,6084.15
2018-08-02,1263,69,724,7491,2018-08,3341.3099999999995
2018-08-03,533,56,393,4064,2018-08,1803.5900000000001
2018-08-04,0,0,0,0,2018-08,0.0
2018-08-05,889,46,566,4456,2018-08,2509.7200000000003
2018-08-06,783,70,550,4956,2018-08,2315.15
2018-08-07,1656,52,915,5995,2018-08,7307.75
2018-08-08,985,47,629,4611,2018-08,5391.6
2018-08-09,1819,155,944,9584,2018-08,8194.369999999999
2018-08-10,1465,100,783,7773,2018-08,5729.450000000001
2018-08-11,0,0,0,0,2018-08,0.0
2018-08-12,990,59,572,5663,2018-08,2922.74
2018-08-13,898,70,628,4804,2018-08,3474.54
2018-08-14,884,63,604,5966,2018-08,2946.21
2018-08-15,1525,59,932,7881,2018-08,5058.83
2018-08-16,1365,75,746,7232,2018-08,5068.49
2018-08-17,1073,53,717,6235,2018-08,3791.41
2018-08-18,0,0,0,0,2018-08,0.0
2018-08-19,1279,59,737,7768,2018-08,3751.31
2018-08-20,1030,56,657,6681,2018-08,3185.66
2018-08-21,1086,68,677,7189,2018-08,3480.68
2018-08-22,1546,98,840,9267,2018-08,5987.0599999999995
2018-08-23,1528,93,806,8578,2018-08,6807.26
2018-08-24,918,46,611,4261,2018-08,26392.430000000004
2018-08-25,0,0,0,0,2018-08,0.0
2018-08-26,812,40,484,5043,2018-08,2302.29
2018-08-27,0,0,0,0,2018-08,0.0
2018-08-28,1558,61,867,7044,2018-08,6222.34
2018-08-29,769,68,544,3569,2018-08,3402.73
2018-08-30,1443,84,818,8327,2018-08,4576.02
2018-08-31,995,72,638,5395,2018-08,3845.19
2018-09-01,0,0,0,0,2018-09,0.0
2018-09-02,720,32,473,3797,2018-09,2013.3200000000002
2018-09-03,1333,60,779,5595,2018-09,5691.49
2018-09-04,1048,50,683,5889,2018-09,3718.65
2018-09-05,990,56,645,5739,2018-09,3307.4700000000003
2018-09-06,1335,90,801,6818,2018-09,6463.58
2018-09-07,968,47,607,5434,2018-09,3633.26
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,1245,47,699,5808,2018-09,3639.83
2018-09-10,1917,102,976,8971,2018-09,7615.53
2018-09-11,1179,57,728,6640,2018-09,3682.25
2018-09-12,1183,83,745,6881,2018-09,3691.05
2018-09-13,1445,109,825,7790,2018-09,30369.511
2018-09-14,1015,76,669,5619,2018-09,4271.09
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,1958,59,976,8958,2018-09,4999.02
2018-09-17,1638,88,917,9056,2018-09,8397.07
2018-09-18,2204,130,978,14822,2018-09,6889.42
2018-09-19,1403,96,663,8147,2018-09,5368.54
2018-09-20,1920,95,933,12438,2018-09,5572.2300000000005
2018-09-21,1362,80,758,7638,2018-09,9160.96
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,1459,74,755,8364,2018-09,4197.75
2018-09-24,2035,97,983,13246,2018-09,38898.729999999996
2018-09-25,2598,163,1166,14689,2018-09,9947.07
2018-09-26,1838,121,964,12257,2018-09,6030.54
2018-09-27,1822,107,916,11802,2018-09,14005.46
2018-09-28,1567,74,875,8133,2018-09,6509.780000000001
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,1994,81,896,9763,2018-09,6550.340000000001
2018-10-01,1946,90,969,12207,2018-10,6847.390000000001
2018-10-02,2610,194,1148,17363,2018-10,62415.04000000001
2018-10-03,1166,67,688,8900,2018-10,3808.96
2018-10-04,3415,153,1316,16872,2018-10,13757.240000000002
2018-10-05,1886,89,984,10814,2018-10,6897.49
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,1614,67,845,7943,2018-10,4999.61
2018-10-08,2255,116,1084,12162,2018-10,6959.24
2018-10-09,2324,135,1117,13713,2018-10,7848.46
2018-10-10,1881,90,961,10291,2018-10,14631.13
2018-10-11,1729,109,935,11660,2018-10,6145.03
2018-10-12,2147,129,1038,11767,2018-10,28363.949999999997
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,2682,79,1117,12395,2018-10,7332.469999999999
2018-10-15,2700,168,1214,11695,2018-10,10600.189999999999
2018-10-16,2104,87,1059,10639,2018-10,8188.14
2018-10-17,2417,113,1078,12716,2018-10,-29762.210000000006
2018-10-18,1907,102,1007,10030,2018-10,7169.76
2018-10-19,2051,128,1084,9206,2018-10,9013.59
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,2259,82,1008,10622,2018-10,6688.93
2018-10-22,1832,98,989,9152,2018-10,5546.13
2018-10-23,2125,116,1045,11526,2018-10,6853.300000000001
2018-10-24,1518,70,860,7401,2018-10,5263.74
2018-10-25,1448,103,855,6689,2018-10,6409.16
2018-10-26,1748,84,929,10241,2018-10,6381.700000000001
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,2621,85,1130,11488,2018-10,7288.9
2018-10-29,2135,101,1131,9042,2018-10,9301.789999999999
2018-10-30,2169,165,1067,11526,2018-10,7548.5
2018-10-31,1847,132,1002,8822,2018-10,6519.370000000001
2018-11-01,3614,207,1385,18102,2018-11,13237.57
2018-11-02,1596,124,968,7708,2018-11,6208.85
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,2742,86,1086,13217,2018-11,7408.07
2018-11-05,2447,112,1205,11872,2018-11,22800.791
2018-11-06,2687,140,1068,14712,2018-11,11268.44
2018-11-07,3406,141,1440,15142,2018-11,11903.62
2018-11-08,3121,185,1266,15701,2018-11,12084.880000000001
2018-11-09,2792,105,1236,11345,2018-11,11694.250000000002
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,2849,91,1211,10698,2018-11,8128.6
2018-11-12,3423,122,1351,13987,2018-11,13073.920000000002
2018-11-13,2917,137,1297,14961,2018-11,9902.54
2018-11-14,2779,124,1264,13869,2018-11,10694.721
2018-11-15,2767,110,1194,12867,2018-11,10349.54
2018-11-16,2270,128,1072,10709,2018-11,8210.9
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,3118,92,1255,13237,2018-11,8270.470000000001
2018-11-19,3005,96,1283,11968,2018-11,11934.310000000001
2018-11-20,3364,160,1353,16559,2018-11,13055.55
2018-11-21,3313,181,1324,14719,2018-11,13489.869999999999
2018-11-22,3453,177,1237,18331,2018-11,11494.19
2018-11-23,2241,86,1087,10167,2018-11,8913.59
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,2526,101,1109,9368,2018-11,7556.88
2018-11-26,3665,112,1480,15547,2018-11,15412.48
2018-11-27,2192,157,927,13301,2018-11,7165.05
2018-11-28,5898,135,1326,24644,2018-11,24856.160000000003
2018-11-29,4188,163,933,26123,2018-11,13504.960000000001
2018-11-30,4022,94,1111,15815,2018-11,20626.02
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,4986,86,1088,18131,2018-12,14212.140000000001
2018-12-03,7638,126,1473,28444,2018-12,34715.9
2018-12-04,5708,107,1276,21601,2018-12,169539.62
2018-12-05,4984,141,1202,24566,2018-12,19080.82
2018-12-06,5270,167,1248,21446,2018-12,27164.940000000002
2018-12-07,2629,86,1243,10594,2018-12,12300.3
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,1403,50,767,5052,2018-12,3874.27
2018-12-10,2257,80,1166,10550,2018-12,12253.780000000002
2018-12-11,1995,138,993,10770,2018-12,8027.2300000000005
2018-12-12,1273,94,728,8364,2018-12,4661.81
2018-12-13,1746,143,923,12139,2018-12,5808.610000000001
2018-12-14,2816,52,1308,7583,2018-12,16826.449999999997
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,480,23,361,2172,2018-12,1454.1800000000003
2018-12-17,1593,87,906,6083,2018-12,7545.17
2018-12-18,1466,60,780,4311,2018-12,11841.349999999999
2018-12-19,250,20,212,1284,2018-12,1908.67
2018-12-20,870,33,733,3375,2018-12,3570.7999999999997
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,1170,55,828,5472,2019-01,4228.5199999999995
2019-01-02,1628,65,974,7723,2019-01,38781.34
2019-01-03,1728,69,985,9301,2019-01,6472.18
2019-01-04,1431,51,902,7343,2019-01,4793.46
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,1043,47,613,5262,2019-01,3265.84
2019-01-07,1795,53,1038,7737,2019-01,7129.17
2019-01-08,1361,76,928,7034,2019-01,4894.3099999999995
2019-01-09,1687,54,1040,6719,2019-01,6943.4400000000005
2019-01-10,1368,49,918,6158,2019-01,5419.42
2019-01-11,1264,47,828,5770,2019-01,5904.01
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,646,29,424,2583,2019-01,1854.5
2019-01-14,2416,50,1157,9277,2019-01,9302.669999999998
2019-01-15,1362,47,857,4238,2019-01,6132.5199999999995
2019-01-16,1186,35,875,5335,2019-01,4142.04
2019-01-17,1390,47,923,5804,2019-01,7793.72
2019-01-18,1462,59,945,6296,2019-01,6388.74
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,867,29,565,3515,2019-01,2551.5600000000004
2019-01-21,1279,53,765,5623,2019-01,5831.54
2019-01-22,1489,76,841,7725,2019-01,6002.11
2019-01-23,1088,65,692,4999,2019-01,4654.76
2019-01-24,1335,77,795,7195,2019-01,4693.88
2019-01-25,871,93,598,4727,2019-01,3465.6400000000003
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,722,25,488,2934,2019-01,2321.7200000000003
2019-01-28,1312,76,769,5712,2019-01,5485.02
2019-01-29,1445,77,819,7299,2019-01,5015.74
2019-01-30,1355,67,783,6209,2019-01,5740.0
2019-01-31,863,45,540,4802,2019-01,3151.92
2019-02-01,1080,68,677,5191,2019-02,5757.7
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,279,11,220,1209,2019-02,799.45
2019-02-04,1142,46,764,5214,2019-02,4376.77
2019-02-05,1163,50,742,4998,2019-02,5386.59
2019-02-06,746,26,533,2852,2019-02,3985.7599999999998
2019-02-07,750,63,515,4331,2019-02,3358.2200000000003
2019-02-08,882,90,624,4443,2019-02,5277.92
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,624,24,430,2154,2019-02,1859.3600000000001
2019-02-11,909,47,642,4308,2019-02,3763.7599999999998
2019-02-12,1111,64,728,5866,2019-02,6739.75
2019-02-13,1050,63,627,6671,2019-02,3541.76
2019-02-14,1608,66,847,7691,2019-02,7366.91
2019-02-15,766,59,552,4408,2019-02,2785.3200000000006
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,864,29,595,3472,2019-02,2721.29
2019-02-18,1102,45,715,4973,2019-02,15973.820000000002
2019-02-19,1546,61,890,8100,2019-02,5502.540000000001
2019-02-20,1528,64,849,7488,2019-02,7000.900000000001
2019-02-21,1219,62,758,7477,2019-02,4793.93
2019-02-22,911,46,575,6670,2019-02,3224.04
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,797,33,555,3516,2019-02,2391.38
2019-02-25,1628,53,905,6390,2019-02,7588.6
2019-02-26,1051,55,681,5388,2019-02,4281.16
2019-02-27,890,64,534,5734,2019-02,3314.8
2019-02-28,1222,75,749,5888,2019-02,5017.24
2019-03-01,950,48,669,5184,2019-03,2668.86
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,844,35,520,3385,2019-03,2845.04
2019-03-04,1905,98,1040,7548,2019-03,10432.369999999999
2019-03-05,1491,56,858,7888,2019-03,5006.219999999999
2019-03-06,1155,75,743,6184,2019-03,4398.75
2019-03-07,954,81,590,5514,2019-03,3128.49
2019-03-08,873,59,573,5152,2019-03,3440.3900000000003
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,519,16,411,1854,2019-03,1320.81
2019-03-11,924,51,604,4778,2019-03,3105.1400000000003
2019-03-12,1155,57,671,5649,2019-03,5476.63
2019-03-13,786,54,546,5237,2019-03,2682.4700000000003
2019-03-14,1907,80,1029,7885,2019-03,8037.3
2019-03-15,1259,70,743,6268,2019-03,16580.22
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,1388,58,838,7259,2019-03,4735.41
2019-03-18,999,64,617,6503,2019-03,2739.6600000000003
2019-03-19,2207,75,1129,8437,2019-03,9746.829999999998
2019-03-20,1185,80,748,6192,2019-03,4356.14
2019-03-21,1460,85,757,8128,2019-03,4163.84
2019-03-22,1178,57,756,5100,2019-03,4880.17
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,725,43,506,3132,2019-03,2087.31
2019-03-25,1462,74,847,6583,2019-03,9035.97
2019-03-26,1852,92,964,9835,2019-03,8698.99
2019-03-27,1509,113,871,8680,2019-03,4836.01
2019-03-28,1633,87,867,7920,2019-03,8671.51
