date,purchases,unique_invoices,unique_streams,total_views,year_month,revenue
2018-02-20,26,7,25,157,2018-02,79.65
2018-02-21,0,0,0,0,2018-02,0.0
2018-02-22,10,2,9,64,2018-02,70.58
2018-02-23,0,0,0,0,2018-02,0.0
2018-02-24,0,0,0,0,2018-02,0.0
2018-02-25,36,2,32,290,2018-02,127.30000000000001
2018-02-26,0,0,0,0,2018-02,0.0
2018-02-27,17,2,17,118,2018-02,71.4
2018-02-28,29,3,28,180,2018-02,87.22000000000001
2018-03-01,0,0,0,0,2018-03,0.0
2018-03-02,31,3,29,311,2018-03,127.99999999999999
2018-03-03,0,0,0,0,2018-03,0.0
2018-03-04,127,2,125,1077,2018-03,348.32
2018-03-05,30,3,28,233,2018-03,105.01000000000002
2018-03-06,8,2,7,43,2018-03,181.37
2018-03-07,23,2,23,173,2018-03,81.4
2018-03-08,0,0,0,0,2018-03,0.0
2018-03-09,1,1,1,2,2018-03,1.9500000000000002
2018-03-10,0,0,0,0,2018-03,0.0
2018-03-11,0,0,0,0,2018-03,0.0
2018-03-12,8,2,8,54,2018-03,42.1
2018-03-13,54,4,46,371,2018-03,175.72999999999996
2018-03-14,38,2,38,519,2018-03,106.40000000000002
2018-03-15,53,2,52,496,2018-03,155.65999999999997
2018-03-16,0,0,0,0,2018-03,0.0
2018-03-17,0,0,0,0,2018-03,0.0
2018-03-18,0,0,0,0,2018-03,0.0
2018-03-19,42,2,38,340,2018-03,142.03
2018-03-20,3,1,3,6,2018-03,11.45
2018-03-21,7,1,7,87,2018-03,25.39
2018-03-22,34,3,33,298,2018-03,152.2
2018-03-23,109,3,107,792,2018-03,377.13000000000005
2018-03-24,0,0,0,0,2018-03,0.0
2018-03-25,0,0,0,0,2018-03,0.0
2018-03-26,1,1,1,3,2018-03,2.1
2018-03-27,0,0,0,0,2018-03,0.0
2018-03-28,5,1,5,3,2018-03,29.55
2018-03-29,123,5,97,1048,2018-03,361.7300000000001
2018-03-30,0,0,0,0,2018-03,0.0
2018-03-31,0,0,0,0,2018-03,0.0
2018-04-01,0,0,0,0,2018-04,0.0
2018-04-02,0,0,0,0,2018-04,0.0
2018-04-03,0,0,0,0,2018-04,0.0
2018-04-04,32,1,32,302,2018-04,79.94999999999999
2018-04-05,38,2,35,125,2018-04,72.35000000000001
2018-04-06,81,2,74,733,2018-04,213.89
2018-04-07,0,0,0,0,2018-04,0.0
2018-04-08,59,2,59,730,2018-04,120.31000000000002
2018-04-09,47,3,47,415,2018-04,431.6410000000001
2018-04-10,0,0,0,0,2018-04,0.0
2018-04-11,36,2,36,312,2018-04,120.09
2018-04-12,19,1,19,192,2018-04,41.96999999999999
2018-04-13,21,1,21,131,2018-04,94.07000000000001
2018-04-14,0,0,0,0,2018-04,0.0
2018-04-15,0,0,0,0,2018-04,0.0
2018-04-16,25,1,25,252,2018-04,49.83000000000001
2018-04-17,40,3,37,268,2018-04,154.33999999999997
2018-04-18,58,2,57,659,2018-04,183.82000000000002
2018-04-19,55,4,50,465,2018-04,164.92
2018-04-20,10,2,10,25,2018-04,49.68999999999999
2018-04-21,0,0,0,0,2018-04,0.0
2018-04-22,36,1,36,305,2018-04,101.2
2018-04-23,71,3,62,710,2018-04,245.22999999999996
2018-04-24,0,0,0,0,2018-04,0.0
2018-04-25,16,1,16,111,2018-04,81.6
2018-04-26,3,1,3,6,2018-04,14.850000000000001
2018-04-27,19,1,19,151,2018-04,84.05000000000001
2018-04-28,0,0,0,0,2018-04,0.0
2018-04-29,10,1,10,96,2018-04,48.45
2018-04-30,0,0,0,0,2018-04,0.0
2018-05-01,8,2,8,15,2018-05,35.4
2018-05-02,22,1,22,209,2018-05,63.040000000000006
2018-05-03,48,2,48,463,2018-05,182.81
2018-05-04,0,0,0,0,2018-05,0.0
2018-05-05,0,0,0,0,2018-05,0.0
2018-05-06,0,0,0,0,2018-05,0.0
2018-05-07,3,1,3,11,2018-05,16.15
2018-05-08,7,1,7,49,2018-05,58.540000000000006
2018-05-09,34,1,34,297,2018-05,88.61000000000001
2018-05-10,19,1,19,176,2018-05,62.24
2018-05-11,9,3,9,23,2018-05,25.62
2018-05-12,0,0,0,0,2018-05,0.0
2018-05-13,0,0,0,0,2018-05,0.0
2018-05-14,29,1,29,256,2018-05,104.22
2018-05-15,16,2,16,120,2018-05,83.05
2018-05-16,1,1,1,4,2018-05,10.95
2018-05-17,21,2,21,121,2018-05,83.02000000000001
2018-05-18,76,2,75,558,2018-05,301.11
2018-05-19,0,0,0,0,2018-05,0.0
2018-05-20,16,1,16,137,2018-05,47.75
2018-05-21,14,1,14,139,2018-05,35.379999999999995
2018-05-22,0,0,0,0,2018-05,0.0
2018-05-23,3,2,3,8,2018-05,20.5
2018-05-24,10,2,10,73,2018-05,60.95
2018-05-25,37,2,35,337,2018-05,88.38
2018-05-26,0,0,0,0,2018-05,0.0
2018-05-27,0,0,0,0,2018-05,0.0
2018-05-28,0,0,0,0,2018-05,0.0
2018-05-29,24,2,24,129,2018-05,101.39
2018-05-30,0,0,0,0,2018-05,0.0
2018-05-31,0,0,0,0,2018-05,0.0
2018-06-01,30,1,30,294,2018-06,78.77999999999999
2018-06-02,0,0,0,0,2018-06,0.0
2018-06-03,20,1,20,279,2018-06,44.900000000000006
2018-06-04,100,6,90,825,2018-06,364.35
2018-06-05,22,4,22,203,2018-06,358.15
2018-06-06,0,0,0,0,2018-06,0.0
2018-06-07,15,1,15,136,2018-06,35.32
2018-06-08,0,0,0,0,2018-06,0.0
2018-06-09,0,0,0,0,2018-06,0.0
2018-06-10,23,2,23,147,2018-06,76.32
2018-06-11,0,0,0,0,2018-06,0.0
2018-06-12,103,2,102,1072,2018-06,247.48999999999998
2018-06-13,43,1,43,374,2018-06,105.43000000000002
2018-06-14,0,0,0,0,2018-06,0.0
2018-06-15,0,0,0,0,2018-06,0.0
2018-06-16,0,0,0,0,2018-06,0.0
2018-06-17,12,1,12,138,2018-06,47.77
2018-06-18,0,0,0,0,2018-06,0.0
2018-06-19,0,0,0,0,2018-06,0.0
2018-06-20,0,0,0,0,2018-06,0.0
2018-06-21,92,1,92,926,2018-06,161.19
2018-06-22,0,0,0,0,2018-06,0.0
2018-06-23,0,0,0,0,2018-06,0.0
2018-06-24,0,0,0,0,2018-06,0.0
2018-06-25,43,4,42,237,2018-06,98.78
2018-06-26,36,3,35,345,2018-06,137.6
2018-06-27,65,4,62,568,2018-06,248.68
2018-06-28,47,2,45,416,2018-06,161.36
2018-06-29,223,2,209,1823,2018-06,771.57
2018-06-30,0,0,0,0,2018-06,0.0
2018-07-01,0,0,0,0,2018-07,0.0
2018-07-02,37,3,36,253,2018-07,159.80999999999997
2018-07-03,53,3,52,249,2018-07,256.79999999999995
2018-07-04,21,1,21,236,2018-07,42.79
2018-07-05,81,8,46,779,2018-07,2329.6799999999994
2018-07-06,13,1,13,89,2018-07,39.260000000000005
2018-07-07,0,0,0,0,2018-07,0.0
2018-07-08,0,0,0,0,2018-07,0.0
2018-07-09,33,1,33,328,2018-07,82.21000000000001
2018-07-10,0,0,0,0,2018-07,0.0
2018-07-11,2,2,2,3,2018-07,11.2
2018-07-12,0,0,0,0,2018-07,0.0
2018-07-13,40,2,40,483,2018-07,102.81
2018-07-14,0,0,0,0,2018-07,0.0
2018-07-15,59,1,59,661,2018-07,117.19
2018-07-16,8,2,8,33,2018-07,47.339999999999996
2018-07-17,27,1,27,215,2018-07,87.33999999999999
2018-07-18,73,3,70,675,2018-07,203.64999999999998
2018-07-19,1,1,1,1,2018-07,4.95
2018-07-20,48,2,47,389,2018-07,156.95
2018-07-21,0,0,0,0,2018-07,0.0
2018-07-22,0,0,0,0,2018-07,0.0
2018-07-23,71,3,70,488,2018-07,302.96
2018-07-24,0,0,0,0,2018-07,0.0
2018-07-25,0,0,0,0,2018-07,0.0
2018-07-26,28,2,28,214,2018-07,84.4
2018-07-27,1,1,1,2,2018-07,2.55
2018-07-28,0,0,0,0,2018-07,0.0
2018-07-29,0,0,0,0,2018-07,0.0
2018-07-30,13,2,13,131,2018-07,32.84
2018-07-31,22,1,22,215,2018-07,65.78
2018-08-01,18,1,18,217,2018-08,50.849999999999994
2018-08-02,18,1,18,149,2018-08,61.7
2018-08-03,47,2,44,369,2018-08,153.25999999999996
2018-08-04,0,0,0,0,2018-08,0.0
2018-08-05,0,0,0,0,2018-08,0.0
2018-08-06,2,1,2,5,2018-08,3.4
2018-08-07,0,0,0,0,2018-08,0.0
2018-08-08,26,2,25,150,2018-08,119.51
2018-08-09,3,1,3,2,2018-08,4.75
2018-08-10,2,1,2,5,2018-08,9.2
2018-08-11,0,0,0,0,2018-08,0.0
2018-08-12,0,0,0,0,2018-08,0.0
2018-08-13,24,1,24,254,2018-08,50.07999999999999
2018-08-14,21,1,21,190,2018-08,67.35
2018-08-15,35,2,34,298,2018-08,111.32
2018-08-16,24,1,24,225,2018-08,90.4
2018-08-17,25,2,25,184,2018-08,87.03
2018-08-18,0,0,0,0,2018-08,0.0
2018-08-19,23,2,23,223,2018-08,70.65
2018-08-20,0,0,0,0,2018-08,0.0
2018-08-21,53,3,50,456,2018-08,136.1
2018-08-22,32,2,31,245,2018-08,132.69
2018-08-23,21,3,21,168,2018-08,104.95
2018-08-24,0,0,0,0,2018-08,0.0
2018-08-25,0,0,0,0,2018-08,0.0
2018-08-26,0,0,0,0,2018-08,0.0
2018-08-27,0,0,0,0,2018-08,0.0
2018-08-28,27,3,26,214,2018-08,95.14000000000001
2018-08-29,65,5,61,545,2018-08,168.23
2018-08-30,2,1,2,15,2018-08,18.85
2018-08-31,0,0,0,0,2018-08,0.0
2018-09-01,0,0,0,0,2018-09,0.0
2018-09-02,27,1,27,266,2018-09,65.67
2018-09-03,5,1,5,26,2018-09,26.7
2018-09-04,14,1,14,126,2018-09,46.17
2018-09-05,18,2,18,188,2018-09,61.519999999999996
2018-09-06,68,4,59,605,2018-09,185.14
2018-09-07,35,1,35,300,2018-09,115.57
2018-09-08,0,0,0,0,2018-09,0.0
2018-09-09,0,0,0,0,2018-09,0.0
2018-09-10,31,4,28,273,2018-09,120.49
2018-09-11,48,4,46,345,2018-09,240.94
2018-09-12,94,2,89,1100,2018-09,249.54000000000005
2018-09-13,16,3,16,51,2018-09,53.620000000000005
2018-09-14,21,1,21,199,2018-09,59.440000000000005
2018-09-15,0,0,0,0,2018-09,0.0
2018-09-16,0,0,0,0,2018-09,0.0
2018-09-17,39,3,38,343,2018-09,113.35999999999999
2018-09-18,34,3,34,294,2018-09,101.79
2018-09-19,0,0,0,0,2018-09,0.0
2018-09-20,0,0,0,0,2018-09,0.0
2018-09-21,0,0,0,0,2018-09,0.0
2018-09-22,0,0,0,0,2018-09,0.0
2018-09-23,0,0,0,0,2018-09,0.0
2018-09-24,44,4,44,446,2018-09,124.32
2018-09-25,62,3,60,453,2018-09,235.83
2018-09-26,2,1,2,3,2018-09,14.899999999999999
2018-09-27,104,4,98,1001,2018-09,266.97
2018-09-28,33,7,30,188,2018-09,159.97
2018-09-29,0,0,0,0,2018-09,0.0
2018-09-30,7,1,7,63,2018-09,45.040000000000006
2018-10-01,70,4,66,702,2018-10,166.18999999999997
2018-10-02,59,4,55,466,2018-10,196.39999999999998
2018-10-03,92,1,88,724,2018-10,307.37
2018-10-04,30,3,29,169,2018-10,101.13
2018-10-05,44,2,43,357,2018-10,164.14999999999998
2018-10-06,0,0,0,0,2018-10,0.0
2018-10-07,0,0,0,0,2018-10,0.0
2018-10-08,0,0,0,0,2018-10,0.0
2018-10-09,80,5,74,799,2018-10,194.25
2018-10-10,23,3,22,135,2018-10,122.05
2018-10-11,0,0,0,0,2018-10,0.0
2018-10-12,25,2,24,199,2018-10,139.89000000000001
2018-10-13,0,0,0,0,2018-10,0.0
2018-10-14,0,0,0,0,2018-10,0.0
2018-10-15,52,3,50,437,2018-10,175.46000000000004
2018-10-16,76,4,73,780,2018-10,273.63000000000005
2018-10-17,14,1,14,105,2018-10,74.08000000000001
2018-10-18,4,2,4,10,2018-10,36.85
2018-10-19,26,1,26,250,2018-10,70.24
2018-10-20,0,0,0,0,2018-10,0.0
2018-10-21,42,1,42,388,2018-10,107.81
2018-10-22,17,1,17,196,2018-10,68.42
2018-10-23,56,4,48,534,2018-10,183.14
2018-10-24,3,3,3,7,2018-10,23.490000000000002
2018-10-25,1,1,1,4,2018-10,1.9500000000000002
2018-10-26,113,2,106,1058,2018-10,299.27
2018-10-27,0,0,0,0,2018-10,0.0
2018-10-28,29,2,28,211,2018-10,138.55
2018-10-29,22,1,22,204,2018-10,70.0
2018-10-30,57,2,57,408,2018-10,254.08
2018-10-31,32,1,32,248,2018-10,96.35
2018-11-01,34,4,34,343,2018-11,68.81
2018-11-02,131,7,117,1118,2018-11,498.72
2018-11-03,0,0,0,0,2018-11,0.0
2018-11-04,35,1,35,303,2018-11,106.56
2018-11-05,69,6,66,672,2018-11,242.49
2018-11-06,7,1,7,17,2018-11,33.75
2018-11-07,24,3,24,166,2018-11,109.5
2018-11-08,0,0,0,0,2018-11,0.0
2018-11-09,88,4,79,733,2018-11,341.80999999999995
2018-11-10,0,0,0,0,2018-11,0.0
2018-11-11,0,0,0,0,2018-11,0.0
2018-11-12,46,4,45,419,2018-11,150.56
2018-11-13,33,4,31,255,2018-11,132.57
2018-11-14,0,0,0,0,2018-11,0.0
2018-11-15,25,4,23,216,2018-11,115.81
2018-11-16,22,3,20,123,2018-11,134.4
2018-11-17,0,0,0,0,2018-11,0.0
2018-11-18,39,2,38,333,2018-11,141.31
2018-11-19,60,2,58,496,2018-11,217.54999999999998
2018-11-20,13,1,13,88,2018-11,53.57
2018-11-21,0,0,0,0,2018-11,0.0
2018-11-22,0,0,0,0,2018-11,0.0
2018-11-23,74,3,71,615,2018-11,312.58
2018-11-24,0,0,0,0,2018-11,0.0
2018-11-25,83,3,77,764,2018-11,273.2
2018-11-26,3,1,3,25,2018-11,29.9
2018-11-27,106,6,81,946,2018-11,302.07
2018-11-28,58,2,27,353,2018-11,187.64
2018-11-29,24,2,12,174,2018-11,103.9
2018-11-30,42,3,19,317,2018-11,231.67999999999998
2018-12-01,0,0,0,0,2018-12,0.0
2018-12-02,238,4,107,2260,2018-12,747.1600000000001
2018-12-03,30,2,15,181,2018-12,113.66
2018-12-04,34,1,17,224,2018-12,220.5
2018-12-05,16,2,8,159,2018-12,89.3
2018-12-06,80,5,36,583,2018-12,328.36
2018-12-07,48,2,47,518,2018-12,158.31
2018-12-08,0,0,0,0,2018-12,0.0
2018-12-09,0,0,0,0,2018-12,0.0
2018-12-10,6,3,2,12,2018-12,37.349999999999994
2018-12-11,0,0,0,0,2018-12,0.0
2018-12-12,6,1,6,12,2018-12,31.3
2018-12-13,1,1,1,4,2018-12,1.65
2018-12-14,115,9,93,1083,2018-12,512.8
2018-12-15,0,0,0,0,2018-12,0.0
2018-12-16,24,1,24,240,2018-12,73.26
2018-12-17,27,2,26,114,2018-12,120.27
2018-12-18,0,0,0,0,2018-12,0.0
2018-12-19,0,0,0,0,2018-12,0.0
2018-12-20,77,3,75,707,2018-12,235.62999999999997
2018-12-21,0,0,0,0,2018-12,0.0
2018-12-22,0,0,0,0,2018-12,0.0
2018-12-23,0,0,0,0,2018-12,0.0
2018-12-24,0,0,0,0,2018-12,0.0
2018-12-25,0,0,0,0,2018-12,0.0
2018-12-26,0,0,0,0,2018-12,0.0
2018-12-27,0,0,0,0,2018-12,0.0
2018-12-28,0,0,0,0,2018-12,0.0
2018-12-29,0,0,0,0,2018-12,0.0
2018-12-30,0,0,0,0,2018-12,0.0
2018-12-31,0,0,0,0,2018-12,0.0
2019-01-01,0,0,0,0,2019-01,0.0
2019-01-02,17,2,17,33,2019-01,71.49
2019-01-03,1,1,1,4,2019-01,1.65
2019-01-04,228,4,194,1966,2019-01,635.94
2019-01-05,0,0,0,0,2019-01,0.0
2019-01-06,0,0,0,0,2019-01,0.0
2019-01-07,22,3,21,166,2019-01,83.59000000000002
2019-01-08,9,1,9,87,2019-01,29.91
2019-01-09,12,2,12,74,2019-01,50.95
2019-01-10,7,1,7,58,2019-01,46.0
2019-01-11,32,3,28,218,2019-01,162.07999999999998
2019-01-12,0,0,0,0,2019-01,0.0
2019-01-13,0,0,0,0,2019-01,0.0
2019-01-14,76,2,75,542,2019-01,256.61
2019-01-15,10,1,10,83,2019-01,29.39
2019-01-16,3,1,3,31,2019-01,20.5
2019-01-17,0,0,0,0,2019-01,0.0
2019-01-18,6,1,6,8,2019-01,19.6
2019-01-19,0,0,0,0,2019-01,0.0
2019-01-20,0,0,0,0,2019-01,0.0
2019-01-21,82,3,77,805,2019-01,253.04999999999998
2019-01-22,83,4,78,746,2019-01,221.34
2019-01-23,64,2,62,630,2019-01,159.95
2019-01-24,42,4,39,334,2019-01,159.32999999999998
2019-01-25,11,1,11,9,2019-01,27.83
2019-01-26,0,0,0,0,2019-01,0.0
2019-01-27,0,0,0,0,2019-01,0.0
2019-01-28,121,4,106,884,2019-01,477.95000000000005
2019-01-29,15,3,15,70,2019-01,93.25
2019-01-30,2,2,2,4,2019-01,14.85
2019-01-31,48,4,45,350,2019-01,211.85
2019-02-01,4,1,4,12,2019-02,44.95
2019-02-02,0,0,0,0,2019-02,0.0
2019-02-03,0,0,0,0,2019-02,0.0
2019-02-04,15,1,15,34,2019-02,36.489999999999995
2019-02-05,15,3,15,27,2019-02,80.34
2019-02-06,13,1,13,138,2019-02,33.31
2019-02-07,22,2,22,193,2019-02,75.53
2019-02-08,58,2,57,489,2019-02,258.0
2019-02-09,0,0,0,0,2019-02,0.0
2019-02-10,0,0,0,0,2019-02,0.0
2019-02-11,41,3,39,326,2019-02,140.78
2019-02-12,0,0,0,0,2019-02,0.0
2019-02-13,0,0,0,0,2019-02,0.0
2019-02-14,16,2,15,112,2019-02,71.41
2019-02-15,5,1,5,70,2019-02,7.4
2019-02-16,0,0,0,0,2019-02,0.0
2019-02-17,0,0,0,0,2019-02,0.0
2019-02-18,35,3,34,346,2019-02,143.87
2019-02-19,0,0,0,0,2019-02,0.0
2019-02-20,14,1,14,128,2019-02,51.74000000000001
2019-02-21,0,0,0,0,2019-02,0.0
2019-02-22,47,2,43,420,2019-02,166.19999999999996
2019-02-23,0,0,0,0,2019-02,0.0
2019-02-24,0,0,0,0,2019-02,0.0
2019-02-25,0,0,0,0,2019-02,0.0
2019-02-26,14,1,14,139,2019-02,38.730000000000004
2019-02-27,0,0,0,0,2019-02,0.0
2019-02-28,28,2,27,256,2019-02,96.26000000000002
2019-03-01,0,0,0,0,2019-03,0.0
2019-03-02,0,0,0,0,2019-03,0.0
2019-03-03,0,0,0,0,2019-03,0.0
2019-03-04,47,3,46,302,2019-03,207.04000000000002
2019-03-05,50,3,44,408,2019-03,199.66
2019-03-06,0,0,0,0,2019-03,0.0
2019-03-07,0,0,0,0,2019-03,0.0
2019-03-08,62,2,61,521,2019-03,191.67
2019-03-09,0,0,0,0,2019-03,0.0
2019-03-10,0,0,0,0,2019-03,0.0
2019-03-11,3,1,3,7,2019-03,16.4
2019-03-12,0,0,0,0,2019-03,0.0
2019-03-13,11,1,11,50,2019-03,85.05
2019-03-14,64,3,58,584,2019-03,229.89
2019-03-15,76,5,67,713,2019-03,255.63
2019-03-16,0,0,0,0,2019-03,0.0
2019-03-17,14,2,13,96,2019-03,80.04
2019-03-18,0,0,0,0,2019-03,0.0
2019-03-19,75,3,72,699,2019-03,198.33999999999997
2019-03-20,0,0,0,0,2019-03,0.0
2019-03-21,7,3,7,12,2019-03,27.15
2019-03-22,73,4,68,570,2019-03,278.84999999999997
2019-03-23,0,0,0,0,2019-03,0.0
2019-03-24,1,1,1,3,2019-03,1.25
2019-03-25,57,4,52,580,2019-03,155.37
2019-03-26,0,0,0,0,2019-03,0.0
2019-03-27,14,2,12,75,2019-03,60.63999999999999
2019-03-28,8,2,8,45,2019-03,64.12
2019-03-29,10,1,10,78,2019-03,40.09
2019-03-30,0,0,0,0,2019-03,0.0
2019-03-31,0,0,0,0,2019-03,0.0
2019-04-01,28,2,28,285,2019-04,80.69
2019-04-02,7,2,7,19,2019-04,21.95
2019-04-03,1,1,1,1,2019-04,0.39
2019-04-04,24,1,24,237,2019-04,62.58
2019-04-05,71,3,71,691,2019-04,183.97
2019-04-06,0,0,0,0,2019-04,0.0
2019-04-07,0,0,0,0,2019-04,0.0
2019-04-08,42,2,41,371,2019-04,139.83
2019-04-09,0,0,0,0,2019-04,0.0
2019-04-10,0,0,0,0,2019-04,0.0
2019-04-11,108,7,99,894,2019-04,463.82000000000005
2019-04-12,0,0,0,0,2019-04,0.0
2019-04-13,0,0,0,0,2019-04,0.0
2019-04-14,0,0,0,0,2019-04,0.0
2019-04-15,2,2,1,4,2019-04,445.5
2019-04-16,81,4,75,660,2019-04,345.78
2019-04-17,14,1,14,111,2019-04,54.14000000000001
2019-04-18,23,2,22,191,2019-04,96.05
2019-04-19,0,0,0,0,2019-04,0.0
2019-04-20,0,0,0,0,2019-04,0.0
2019-04-21,0,0,0,0,2019-04,0.0
2019-04-22,0,0,0,0,2019-04,0.0
2019-04-23,9,1,9,14,2019-04,18.0
2019-04-24,34,1,34,338,2019-04,92.29999999999998
2019-04-25,8,1,8,77,2019-04,38.269999999999996
2019-04-26,0,0,0,0,2019-04,0.0
2019-04-27,0,0,0,0,2019-04,0.0
2019-04-28,33,1,33,335,2019-04,80.27000000000001
2019-04-29,0,0,0,0,2019-04,0.0
2019-04-30,3,1,3,6,2019-04,4.65
2019-05-01,37,4,33,387,2019-05,94.06000000000002
2019-05-02,10,2,9,69,2019-05,80.64
2019-05-03,10,2,10,80,2019-05,12.639999999999999
2019-05-04,0,0,0,0,2019-05,0.0
2019-05-05,0,0,0,0,2019-05,0.0
2019-05-06,37,2,37,310,2019-05,108.56
2019-05-07,25,2,24,228,2019-05,115.37
2019-05-08,18,2,18,166,2019-05,47.72
2019-05-09,161,6,140,1755,2019-05,935.3499999999999
2019-05-10,18,2,18,136,2019-05,69.46
2019-05-11,0,0,0,0,2019-05,0.0
2019-05-12,0,0,0,0,2019-05,0.0
2019-05-13,0,0,0,0,2019-05,0.0
2019-05-14,39,2,38,372,2019-05,107.53000000000003
2019-05-15,0,0,0,0,2019-05,0.0
2019-05-16,101,7,90,849,2019-05,366.7
